latlon,km2
26.0_-98.75,56.07040056857534
26.0_-98.125,655.4356412617196
26.5_-98.75,2967.1801055801993
26.5_-98.125,3082.994045285357
29.5_-98.75,2353.1404073938597
30.0_-98.75,3314.78709951776
29.0_-98.75,3374.8847967025335
33.0_-97.5,2478.642088366667
36.5_-103.125,568.3877697431814
36.5_-102.5,1568.0459145423854
36.0_-103.125,1139.6713276473122
36.5_-100.0,769.8675841441228
36.0_-100.0,1554.2969304081862
36.0_-100.625,3126.366277688137
35.5_-100.625,3143.4963982700633
36.5_-100.625,1552.1795956963163
30.0_-98.125,3155.0387706630886
30.5_-98.125,2905.5240902432756
30.0_-97.5,3187.4482882010884
29.5_-97.5,3358.765923055837
31.5_-105.625,3248.479353021901
31.5_-106.25,1037.6546187617641
31.0_-104.375,3308.8803298739117
31.5_-105.0,3283.184228614014
32.0_-106.25,1207.328993690663
32.0_-105.625,1647.2558394677662
32.0_-103.125,2296.1401327087283
31.0_-103.125,3308.8803298739117
31.5_-103.75,3285.8674692269497
32.0_-103.75,1645.5978622407888
32.5_-103.125,1305.086858214743
31.5_-104.375,3291.745678289226
32.0_-104.375,1635.3419107206423
32.0_-105.0,1119.0931488346357
31.0_-103.75,3268.188829142959
30.5_-101.875,3325.762638233318
30.5_-102.5,3325.762638233318
30.0_-102.5,3057.9421130750943
33.0_-103.125,1284.228475149414
33.0_-102.5,3238.8166087232617
33.5_-103.125,1241.4170470171703
33.5_-102.5,3219.7167529399426
34.0_-103.125,1186.0957126773922
32.5_-102.5,3256.7199659719226
32.5_-101.875,3242.962421812682
33.0_-101.875,3236.268842031461
33.0_-101.25,3238.838759387895
33.5_-100.625,3220.7059275868637
34.0_-100.625,3202.326446567514
33.5_-101.25,3220.7059275868637
34.5_-100.625,3183.701513905588
32.0_-93.75,404.58572654234064
32.5_-93.75,88.19919316835232
28.0_-98.75,3406.351893687803
28.5_-98.75,3390.747121374027
27.5_-98.75,3421.698129362486
27.5_-98.125,3407.155634530282
29.0_-98.125,3372.5342287546405
27.0_-98.125,3436.784863154139
29.5_-98.125,2831.766393715432
33.0_-96.875,492.16562776932307
35.5_-101.25,3110.1726746932072
35.0_-101.25,3164.451743451265
35.5_-101.875,2966.056714144017
36.0_-101.25,3126.3662776881374
35.0_-101.875,2976.6620981657793
35.5_-102.5,3145.720182537506
36.0_-101.875,3126.3662776881374
35.5_-103.125,1151.3704848372
35.0_-103.125,1161.898985775782
35.0_-102.5,3164.832346884959
36.0_-102.5,3126.3662776881374
36.5_-101.25,1560.9926622740536
36.5_-101.875,1572.120545942764
29.5_-103.75,3089.2636097276322
34.5_-103.125,1168.8553951444626
34.5_-102.5,3183.701513905588
34.0_-102.5,3202.326446567514
33.5_-101.875,3218.967801804601
34.0_-101.875,3201.4074725425867
34.0_-101.25,3202.326446567514
34.5_-101.875,3184.6011206378857
30.5_-103.75,3266.1507882599212
30.0_-103.75,3289.1240533555547
30.5_-103.125,3325.762638233318
29.5_-103.125,1301.582965078804
34.5_-101.25,3183.701513905588
30.0_-103.125,3208.646160449736
